44.80810888,20.43886726
44.80731758,20.47726184
44.77345817,20.46098035
44.75483481,20.40739568
44.82903765,20.46525347
44.80363364,20.48521821
44.75327226,20.4715926
44.74778257,20.42138529
44.77512525,20.41175114
44.78189398,20.46944789
44.75983341,20.43837361
44.77416701,20.44081419
44.80292424,20.47323427
44.78829034,20.41163661
44.76937713,20.40464194
44.76824014,20.42220302
44.79552804,20.42615044
44.79850633,20.45234144
44.80868174,20.42064529
44.79249051,20.47598616
44.81340507,20.48618782
44.78523429,20.39337267
44.76980063,20.45125261
44.7448076,20.44578234
44.80100602,20.43355912
44.7542219,20.48789448
44.78490379,20.46946832
44.77883704,20.47510497
44.7839621,20.48150456
44.80526647,20.43198732
44.75830332,20.41279682
44.76570777,20.48749453
44.82635415,20.45591049
44.81112298,20.47150669
44.81397466,20.41960224
44.80487901,20.43871978
44.75132936,20.46487164
44.76385733,20.49267704
44.77457564,20.39628936
44.80117895,20.45738092
44.78006378,20.41423449
44.7708348,20.45878212
44.77241504,20.42213665
44.77231991,20.41140699
44.77402149,20.47121201
44.7864513,20.43318547
44.82650694,20.46152879
44.82853543,20.45453319
44.79060331,20.45843976
44.82429901,20.43109267
44.7984654,20.50467512
44.7830932,20.49464651
44.81555661,20.43919619
44.79293941,20.48900359
44.7601395,20.45949607
44.79218185,20.41723737
44.79596755,20.46833424
44.7732501,20.45915004
44.80544066,20.40914219
44.81898195,20.43424921
44.81204476,20.43603863
44.82345332,20.43045932
44.76902619,20.43363351
44.77398099,20.47932644
44.80918092,20.43272724
44.78996411,20.47216673
44.79474231,20.41550168
44.76693296,20.46477083
44.82396049,20.42897963
44.80162925,20.49315259
44.8056486,20.49637247
44.79385757,20.46853969
44.78636903,20.44573805
44.82468143,20.42613529
44.75582038,20.49298841
44.77577851,20.42849649
44.74629667,20.45368701
44.7867814,20.42646903
44.77217707,20.42557105
44.75187112,20.43826578
44.78719552,20.46128435
44.74985341,20.44819668
44.75425796,20.41259775
44.759867,20.4739039
44.8088597,20.49414803
44.76406737,20.39536688
44.80666295,20.48837359
44.79019076,20.41667174
44.80930493,20.47864246
44.74226145,20.44190051
44.75332951,20.48891818
44.79428075,20.4061599
44.77826487,20.47414491
44.75808076,20.48885283
44.80326651,20.43636877
44.76483437,20.41439199
44.75810025,20.40942857
44.81562299,20.4868719
44.78454671,20.39590464
44.79711174,20.48245838
44.78060915,20.39800721
44.82652898,20.4596015
44.79710661,20.49351898
44.80490624,20.41541376
44.78908685,20.49405074
44.7652352,20.4858948
44.81803731,20.41250395
44.81887578,20.46023846
44.82422268,20.44604494
44.7673195,20.40777305
44.82573885,20.47508535
44.81377081,20.49741949
44.74971044,20.45079389
44.74979649,20.42963284
44.74426504,20.44297722
44.82540343,20.46912742
44.76614616,20.42229186
44.81467706,20.48432145
44.78227357,20.45973831
44.7572405,20.43913491
44.77389627,20.41747561
44.82266093,20.47517969
44.80665637,20.43033992
44.76209053,20.39833046
44.77841086,20.51086845
44.74942269,20.43426785
44.78013484,20.49029652
44.7952436,20.41147537
44.79758379,20.49973101
44.7508876,20.4638475
44.8238228,20.42748576
44.74586855,20.42436473
44.76432051,20.46259492
44.76281212,20.50040504
44.75958767,20.49727535
44.78394227,20.41987441
44.80819237,20.4238447
44.79807009,20.43257924
44.81751454,20.47788411
44.77994994,20.41961549
44.80244936,20.49262467
44.81655215,20.41400011
44.7856033,20.47865778
44.82998266,20.46505326
44.78360271,20.4363976
44.77475026,20.41989631
44.77043841,20.50594013
44.75290611,20.43057998
44.81294765,20.46118833
44.78165033,20.39096315
44.78927366,20.4900178
44.75546214,20.42965045
44.78611611,20.48911032
44.74638098,20.46370601
44.76522211,20.498242
44.77715822,20.49989739
44.80840203,20.43351084
44.81764842,20.43080783
44.75499453,20.46414212
44.77363602,20.46466444
44.79963434,20.42834653
44.82443883,20.41489814
44.8278371,20.42883931
44.79608312,20.458304
44.76919095,20.47353382
44.81362122,20.47859689
44.79703539,20.50610939
44.76325563,20.4926175
44.74702744,20.46903835
44.81347368,20.45235813
44.7656756,20.41138738
44.7901739,20.40338171
44.74796836,20.41743094
44.78049197,20.389764
44.76814799,20.42427789
